date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:37:04	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/magnific-popup.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/magnific-popup4dc9.css	(from https://saveukraine.org/)
02:37:05	253955/253955	---M-Z	200	added ('OK')	text/css	etag:%223e003-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements4dc9.css	(from https://saveukraine.org/)
02:37:05	17861/17861	---M-Z	200	added ('OK')	text/css	etag:%2245c5-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/woocommerce.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/woocommerce4dc9.css	(from https://saveukraine.org/)
02:37:05	250259/250259	---M-Z	200	added ('OK')	text/css	etag:%223d193-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/give.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/give4dc9.css	(from https://saveukraine.org/)
02:37:05	93202/93202	---M-Z	200	added ('OK')	text/css	etag:%2216c12-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/events.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/events4dc9.css	(from https://saveukraine.org/)
02:37:05	28719/28719	---M-Z	200	added ('OK')	text/css	etag:%22702f-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/sermone.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/sermone4dc9.css	(from https://saveukraine.org/)
02:37:06	1857/1857	---M-Z	200	added ('OK')	text/css	etag:%22741-5d41f117c8080-gzip%22	https://saveukraine.org/wp-content/themes/alone/style.css?ver=7.4	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/themes/alone/style19c5.css	(from https://saveukraine.org/)
02:37:06	3138/3138	---M-Z	200	added ('OK')	text/css	etag:%22c42-5af5a4b222680-gzip%22	https://saveukraine.org/wp-content/themes/alone/print.css?ver=7.4	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/themes/alone/print19c5.css	(from https://saveukraine.org/)
02:37:06	19050/19050	---M-Z	200	added ('OK')	text/css	etag:%224a6a-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from https://saveukraine.org/)
02:37:06	13805/13805	---M-Z	200	added ('OK')	text/css	etag:%2235ed-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.5.6	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/css/frontend-legacy.min10cb.css	(from https://saveukraine.org/)
02:37:07	137254/137254	---M-Z	200	added ('OK')	text/css	etag:%2221826-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.5.6	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/css/frontend.min10cb.css	(from https://saveukraine.org/)
02:37:07	2362/2362	---M-Z	200	added ('OK')	text/css	etag:%2293a-5db6fdd58f240-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-9.css?ver=1648648385	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-960a6.css	(from https://saveukraine.org/)
02:37:07	254177/254177	---M-Z	200	added ('OK')	text/css	etag:%223e0e1-5d95880189f40-gzip%22	https://saveukraine.org/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.4.2	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor-pro/assets/css/frontend.minccfb.css	(from https://saveukraine.org/)
02:37:07	38740/38740	---M-Z	200	added ('OK')	text/css	etag:%229754-5dc1348988e00-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/global.css?ver=1649350264	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/globala4ae.css	(from https://saveukraine.org/)
02:37:07	27701/27701	---M-Z	200	added ('OK')	text/css	etag:%226c35-5e2086df5e300-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-62679fe9.css	(from https://saveukraine.org/)
02:37:08	20496/20496	---M-Z	200	added ('OK')	text/css	etag:%225010-5dc11824a1080-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-11865.css?ver=1649342642	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-1186519f1.css	(from https://saveukraine.org/)
02:37:08	14620/14620	---M-Z	200	added ('OK')	text/css	etag:%22391c-5e1a5e6778800-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-11675.css?ver=1655477536	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-116756ffa.css	(from https://saveukraine.org/)
02:37:08	66056/66056	---M-Z	200	added ('OK')	text/css	etag:%2210208-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/pro/assets/css/ubermenu.min.css?ver=3.7.3	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/pro/assets/css/ubermenu.min1ac1.css	(from https://saveukraine.org/)
02:37:08	4015/4015	---M-Z	200	added ('OK')	text/css	etag:%22faf-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite4dc9.css	(from https://saveukraine.org/)
02:37:09	7467/7467	---M-Z	200	added ('OK')	text/css	etag:%221d2b-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite2.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite24dc9.css	(from https://saveukraine.org/)
02:37:09	3954/3954	---M-Z	200	added ('OK')	text/css	etag:%22f72-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/minimal.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/css/skins/minimal4dc9.css	(from https://saveukraine.org/)
02:37:09	58578/58578	---M-Z	200	added ('OK')	text/css	etag:%22e4d2-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min4dc9.css	(from https://saveukraine.org/)
02:37:09	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://saveukraine.org/)
02:37:10	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://saveukraine.org/)
02:37:10	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://saveukraine.org/)
02:37:10	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300-gzip%22	https://saveukraine.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://saveukraine.org/)
02:37:10	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	https://saveukraine.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/pels/saveukraine.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://saveukraine.org/)
02:37:12	62327/62327	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:37:11%20GMT	https://saveukraine.org/wp-json/wp/v2/pages/6267	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/wp/v2/pages/6267.json	(from https://saveukraine.org/)
02:37:12	201825/201825	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:37:11%20GMT	https://saveukraine.org/wp-json/	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/index.html	(from https://saveukraine.org/)
02:37:13	804/804	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Feb%202024%2001:37:12%20GMT	https://saveukraine.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/pels/saveukraine.org/xmlrpc0db0.php	(from https://saveukraine.org/)
02:37:13	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0-gzip%22	https://saveukraine.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/pels/saveukraine.org/wp-includes/wlwmanifest.xml	(from https://saveukraine.org/)
02:37:14	2695/2695	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:37:13%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2F	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed2da2.json	(from https://saveukraine.org/)
02:37:14	2816/2816	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Feb%202024%2001:37:13%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2F&format=xml	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed41ff	(from https://saveukraine.org/)
02:37:14	1002/1002	---M--	200	added ('OK')	image/png	etag:%223ea-5d9de024b2700%22	https://saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-32x32.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-32x32.png	(from https://saveukraine.org/)
02:37:15	11518/11518	---M--	200	added ('OK')	image/png	etag:%222cfe-5d9de024b2700%22	https://saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-192x192.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-192x192.png	(from https://saveukraine.org/)
02:37:15	15027/15027	---M--	200	added ('OK')	image/png	etag:%223ab3-5d9de024b2700%22	https://saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-180x180.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/cropped-site_icon-180x180.png	(from https://saveukraine.org/)
02:37:16	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:15%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	(from https://saveukraine.org/)
02:37:17	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:16%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	(from https://saveukraine.org/)
02:37:18	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:17%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	(from https://saveukraine.org/)
02:37:19	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:18%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lE92JQEl8qw.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lE92JQEl8qw.woff	(from https://saveukraine.org/)
02:37:20	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:19%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlE92JQEl8qw.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlE92JQEl8qw.woff	(from https://saveukraine.org/)
02:37:21	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:20%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlE92JQEk.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlE92JQEk.woff	(from https://saveukraine.org/)
02:37:22	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:21%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z11lE92JQEl8qw.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z11lE92JQEl8qw.woff	(from https://saveukraine.org/)
02:37:23	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:22%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z1JlE92JQEl8qw.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z1JlE92JQEl8qw.woff	(from https://saveukraine.org/)
02:37:24	120429/120429	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:37:23%20GMT	https://saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z1xlE92JQEk.woff	C:/My%20Web%20Sites/pels/saveukraine.org/home/admin/web/saveukraine.org/public_html/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z1xlE92JQEk.woff	(from https://saveukraine.org/)
02:37:24	4692/4692	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:23%20GMT	https://saveukraine.org/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/pels/saveukraine.org/cdn-cgi/l/email-protection.html	(from https://saveukraine.org/)
02:37:25	128672/128672	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:24%20GMT	https://saveukraine.org/about	C:/My%20Web%20Sites/pels/saveukraine.org/about.html	(from https://saveukraine.org/)
02:37:26	173173/173173	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:25%20GMT	https://saveukraine.org/donate	C:/My%20Web%20Sites/pels/saveukraine.org/donate.html	(from https://saveukraine.org/)
02:37:26	8848/8848	---M-Z	200	added ('OK')	image/svg+xml	etag:%222290-5d9d9afbbbbc0-gzip%22	https://saveukraine.org/wp-content/uploads/2022/03/saveukr_logo.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/saveukr_logo.svg	(from https://saveukraine.org/)
02:37:26	5332/5332	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214d4-5d95920133640-gzip%22	https://saveukraine.org/wp-content/uploads/2021/06/generous.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2021/06/generous.svg	(from https://saveukraine.org/)
02:37:27	131482/131482	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:26%20GMT	https://saveukraine.org/ways-to-help	C:/My%20Web%20Sites/pels/saveukraine.org/ways-to-help.html	(from https://saveukraine.org/)
02:37:27	1443/1443	---M--	200	added ('OK')	image/png	etag:%225a3-5d95920133640%22	https://saveukraine.org/wp-content/uploads/2021/06/political-icon.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2021/06/political-icon.png	(from https://saveukraine.org/)
02:37:28	128045/128045	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:27%20GMT	https://saveukraine.org/events	C:/My%20Web%20Sites/pels/saveukraine.org/events.html	(from https://saveukraine.org/)
02:37:28	1368/1368	---M--	200	added ('OK')	image/png	etag:%22558-5d95920133640%22	https://saveukraine.org/wp-content/uploads/2021/06/event-icon.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2021/06/event-icon.png	(from https://saveukraine.org/)
02:37:29	148875/148875	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:28%20GMT	https://saveukraine.org/volunteer	C:/My%20Web%20Sites/pels/saveukraine.org/volunteer.html	(from https://saveukraine.org/)
02:37:29	2973/2973	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b9d-5d9592003f400-gzip%22	https://saveukraine.org/wp-content/uploads/2020/12/crpn-icon-hand.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2020/12/crpn-icon-hand.svg	(from https://saveukraine.org/)
02:37:30	129626/129626	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:29%20GMT	https://saveukraine.org/join-international-legion	C:/My%20Web%20Sites/pels/saveukraine.org/join-international-legion.html	(from https://saveukraine.org/)
02:37:30	2993/2993	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bb1-5d9592003f400-gzip%22	https://saveukraine.org/wp-content/uploads/2020/12/brs-icon-3.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2020/12/brs-icon-3.svg	(from https://saveukraine.org/)
02:37:31	130796/130796	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:30%20GMT	https://saveukraine.org/news	C:/My%20Web%20Sites/pels/saveukraine.org/news.html	(from https://saveukraine.org/)
02:37:32	138799/138799	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:31%20GMT	https://saveukraine.org/over-20000-volunteers-join-international-legion-to-fight-against-russia	C:/My%20Web%20Sites/pels/saveukraine.org/over-20000-volunteers-join-international-legion-to-fight-against-russia.html	(from https://saveukraine.org/)
02:37:32	61737/61737	---M--	200	added ('OK')	image/jpeg	etag:%22f129-5da3004b7e800%22	https://saveukraine.org/wp-content/uploads/2022/03/3-768x512.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/3-768x512.jpg	(from https://saveukraine.org/)
02:37:33	130851/130851	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:32%20GMT	https://saveukraine.org/category/russian-aggression	C:/My%20Web%20Sites/pels/saveukraine.org/category/russian-aggression.html	(from https://saveukraine.org/)
02:37:34	138940/138940	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:33%20GMT	https://saveukraine.org/russia-escalates-attacks-on-ukraines-civilian-areas-destroying-maternity-hospital	C:/My%20Web%20Sites/pels/saveukraine.org/russia-escalates-attacks-on-ukraines-civilian-areas-destroying-maternity-hospital.html	(from https://saveukraine.org/)
02:37:34	139279/139279	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:33%20GMT	https://saveukraine.org/ukraine-displaced-population-to-rise-to-6-7-mln-united-nations	C:/My%20Web%20Sites/pels/saveukraine.org/ukraine-displaced-population-to-rise-to-6-7-mln-united-nations.html	(from https://saveukraine.org/)
02:37:35	128894/128894	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:37:34%20GMT	https://saveukraine.org/contacts	C:/My%20Web%20Sites/pels/saveukraine.org/contacts.html	(from https://saveukraine.org/)
02:37:35	11320/11320	---M--	200	added ('OK')	image/png	etag:%222c38-5d95920133640%22	https://saveukraine.org/wp-content/uploads/2021/02/hsl-become-volunteer.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2021/02/hsl-become-volunteer.png	(from https://saveukraine.org/)
02:37:35	101293/101293	---M--	200	added ('OK')	image/jpeg	etag:%2218bad-5d9f258761540%22	https://saveukraine.org/wp-content/uploads/2022/03/2-768x512.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/2-768x512.jpg	(from https://saveukraine.org/)
02:37:36	52255/52255	---M--	200	added ('OK')	image/jpeg	etag:%22cc1f-5d9f016d52880%22	https://saveukraine.org/wp-content/uploads/2022/03/1-768x512.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/1-768x512.jpg	(from https://saveukraine.org/)
02:37:36	1909/1909	---M--	200	added ('OK')	image/png	etag:%22775-5d9e040b41a40%22	https://saveukraine.org/wp-content/uploads/2022/03/come_back_alive-1.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/come_back_alive-1.png	(from https://saveukraine.org/)
02:37:36	5260/5260	---M--	200	added ('OK')	image/png	etag:%22148c-5d9e040c35c80%22	https://saveukraine.org/wp-content/uploads/2022/03/help_ukraine.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/help_ukraine.png	(from https://saveukraine.org/)
02:37:36	1259/1259	---M--	200	added ('OK')	image/png	etag:%224eb-5d9e040d29ec0%22	https://saveukraine.org/wp-content/uploads/2022/03/lifeline.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/lifeline.png	(from https://saveukraine.org/)
02:37:36	2876/2876	---M--	200	added ('OK')	image/png	etag:%22b3c-5d9e040e1e100%22	https://saveukraine.org/wp-content/uploads/2022/03/national-bank.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/national-bank.png	(from https://saveukraine.org/)
02:37:37	1543/1543	---M--	200	added ('OK')	image/png	etag:%22607-5d9e040f12340%22	https://saveukraine.org/wp-content/uploads/2022/03/nova_poshta.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/nova_poshta.png	(from https://saveukraine.org/)
02:37:37	4280/4280	---M--	200	added ('OK')	image/png	etag:%2210b8-5d9e040f12340%22	https://saveukraine.org/wp-content/uploads/2022/03/phoenix-1.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/phoenix-1.png	(from https://saveukraine.org/)
